Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
SKWN_0001,,,"No, I don&#39;t know anything about them",,,
SKWN_0002,,,"No, but I can describe them",,,
SKWN_0003,,,"Yes, I know them",,,
