Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
EFCY_0001,,,Fluent,,,
EFCY_0002,,,No English at all,,,
EFCY_0003,,,Not Known,,,
EFCY_0004,,,Not very much,,,
EFCY_0005,,,They get by,,,
