Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
EGRP_0001,,,Another ethnic group,,,
EGRP_0002,,,Asian or Asian British,,,
EGRP_0003,,,Black, African, Black British or Caribbean,
EGRP_0004,,,Mixed or multiple ethnic groups,,,
EGRP_0005,,,Not Known,,,
EGRP_0006,,,White,,,
EGRP_0007,,,Prefer not to say,,,
