Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
ARNG_0001,,,0 to 9,,,
ARNG_0002,,,10 to 16,,,
ARNG_0003,,,10 to 17,,,
ARNG_0004,,,17 to 24,,,
ARNG_0005,,,18 to 24,,,
ARNG_0006,,,25 to 39,,,
ARNG_0007,,,40 to 54,,,
ARNG_0008,,,55 to 69,,,
ARNG_0009,,,70 to 79,,,
ARNG_0010,,,80+,,,
ARNG_0011,,,Not Known,,,
