Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
BLDT_0001,,,Business premises,,,
BLDT_0002,,,Garage,,,
BLDT_0003,,,House or flat,,,
BLDT_0004,,,Other,,,
BLDT_0005,,,Shed,,,
