Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
BWST_0001,,,I called 101,,,
BWST_0002,,,"I spoke to an officer, in person",,,
BWST_0003,,,I visited a police station,,,
BWST_0004,,,None of the above; this is the first time I&#39;m contacting you about this,,,
BWST_0005,,,Other,,,
