Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
MTYP_0001,,,Audio,,,
MTYP_0002,,,CCTV,,,
MTYP_0003,,,Other,,,
MTYP_0004,,,Photograph,,,
MTYP_0005,,,Video,,,
