Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
FTFU_0001,,,Called 101,,,
FTFU_0002,,,Gone into a police station,,,
FTFU_0003,,,I wouldn&#39;t have done anything,,,
