Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
FTFB_0001,,,Called 0800 40 50 40,,,
FTFB_0002,,,Gone into a police station,,,
FTFB_0003,,,I wouldn&#39;t have done anything,,,
