Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
BWBP_0001,,,I called 0800 40 50 40,,,
BWBP_0002,,,I spoke to an officer in person,,,
BWBP_0003,,,I visited a police station,,,
BWBP_0004,,,None of the above; this is the first time I&#39;m contacting you about this,,,
BWBP_0005,,,Other,,,
