Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
CTBS_0001,,,Customer,,,
CTBS_0002,,,Employee,,,
CTBS_0003,,,Supplier,,,
CTBS_0004,,,Other,,,
CTBS_0005,,,Owner,,,
