Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
DLTP_0001,,,Full,,,
DLTP_0002,,,Not Known,,,
DLTP_0003,,,Provisional,,,
DLTP_0004,,,Unlicensed,,,
