Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
SFWR_0001,,,Building (inside),,,
SFWR_0002,,,Building (outside),,,
SFWR_0003,,,Other,,,
SFWR_0004,,,Person,,,
SFWR_0005,,,Vehicle,,,
