Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
FWTP_0001,,,CS Gas,,,
FWTP_0002,,,Handgun,,,
FWTP_0003,,,Shotgun,,,
