Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
BHBG_0001,,,No Grip,,,
BHBG_0002,,,Not Known,,,
BHBG_0003,,,Slip-On Grip,,,
BHBG_0004,,,Tape Grip,,,
BHBG_0005,,,Twist Shifter Grip,,,
