Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
SITP_0001,,,Bank card,,,
SITP_0002,,,Bicycle,,,
SITP_0003,,,Identifiable item,,,
SITP_0004,,,Mobile phone or tablet,,,
SITP_0005,,,Other,,,
SITP_0006,,,Vehicle,,,
