Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
BBKS_0001,,,Cable,,,
BBKS_0002,,,Calliper,,,
BBKS_0003,,,Cantilever,,,
BBKS_0004,,,Disk,,,
BBKS_0005,,,Rod,,,
BBKS_0006,,,V,,,
