Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
VTTP_0001,,,Licensed Taxi,,,
VTTP_0002,,,Licensed private hire vehicle,,,
VTTP_0003,,,Not Known,,,
VTTP_0004,,,Unlicensed private hire vehicle,,,
