Identifier,Deprecated,Value_SOH,Value_English,Value_Welsh,Value_Gaelic,Comments
BSDL_0001,,,Comfort,,,
BSDL_0002,,,Cruiser,,,
BSDL_0003,,,Mountain Bike,,,
BSDL_0004,,,Noseless,,,
BSDL_0005,,,Road Bike,,,
BSDL_0006,,,Split,,,
